date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2022-12-07,Bangladesh,India,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,Bangladesh,2022,Bangladesh,3,2,3,6,1,1,0.5107913669064749,0.673469387755102
2022-12-07,Namibia,Nepal,Windhoek,"United Cricket Club Ground, Windhoek",Nepal,field,Namibia,2022,Neutral,3,2,2,0,0,1,0.5,0.5185185185185185
2022-12-08,Nepal,Scotland,Windhoek,"United Cricket Club Ground, Windhoek",Nepal,bat,Scotland,2022,Neutral,2,3,1,2,0,0,0.5185185185185185,0.5714285714285714
2022-12-10,India,Bangladesh,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field,India,2022,Bangladesh,2,3,6,4,0,1,0.673469387755102,0.5107913669064749
2023-01-09,New Zealand,Pakistan,Karachi,"National Stadium, Karachi",Pakistan,field,Pakistan,2023,Pakistan,2,5,10,2,1,0,0.6271186440677966,0.5123456790123457
2023-01-10,India,Sri Lanka,Guwahati,"Barsapara Cricket Stadium, Guwahati",Sri Lanka,field,India,2023,Neutral,2,3,10,3,0,1,0.673469387755102,0.41899441340782123
2023-01-11,New Zealand,Pakistan,Karachi,"National Stadium, Karachi",New Zealand,bat,New Zealand,2023,Pakistan,1,5,10,3,1,1,0.6271186440677966,0.5123456790123457
2023-01-12,Sri Lanka,India,Kolkata,"Eden Gardens, Kolkata",Sri Lanka,bat,India,2023,India,3,2,3,11,0,0,0.41899441340782123,0.673469387755102
2023-01-13,Pakistan,New Zealand,Karachi,"National Stadium, Karachi",Pakistan,bat,New Zealand,2023,Pakistan,4,2,3,11,0,0,0.5123456790123457,0.6271186440677966
2023-01-15,India,Sri Lanka,Thiruvananthapuram,"Greenfield International Stadium, Thiruvananthapuram",India,bat,India,2023,Neutral,3,2,12,3,1,1,0.673469387755102,0.41899441340782123
2023-01-18,Ireland,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2023,Neutral,2,1,6,4,1,0,0.4024390243902439,0.29357798165137616
2023-01-18,India,New Zealand,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,bat,India,2023,India,4,3,9,9,1,1,0.673469387755102,0.6271186440677966
2023-01-21,New Zealand,India,Raipur,"Shaheed Veer Narayan Singh International Stadium, Raipur",India,field,India,2023,Neutral,3,5,9,10,1,0,0.6271186440677966,0.673469387755102
2023-01-21,Ireland,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Ireland,2023,Neutral,1,2,6,5,0,1,0.4024390243902439,0.29357798165137616
2023-01-24,India,New Zealand,Indore,"Holkar Cricket Stadium, Indore",New Zealand,field,India,2023,Neutral,5,2,11,9,0,1,0.673469387755102,0.6271186440677966
2023-01-27,South Africa,England,Bloemfontein,"Mangaung Oval, Bloemfontein",South Africa,bat,South Africa,2023,South Africa,2,1,6,7,1,1,0.5828220858895705,0.5895953757225434
2023-01-29,England,South Africa,Bloemfontein,"Mangaung Oval, Bloemfontein",South Africa,field,South Africa,2023,South Africa,1,2,7,7,1,0,0.5895953757225434,0.5828220858895705
2023-02-01,England,South Africa,Kimberley,"Diamond Oval, Kimberley",South Africa,field,England,2023,Neutral,0,3,7,8,0,1,0.5895953757225434,0.5828220858895705
2023-02-14,Namibia,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,4,2,3,0,1,0,0.5,0.5185185185185185
2023-02-15,Namibia,Scotland,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Scotland,field,Scotland,2023,Neutral,3,3,1,2,1,0,0.5,0.5714285714285714
2023-02-17,Scotland,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,4,2,3,1,1,0,0.5714285714285714,0.5185185185185185
2023-02-18,Namibia,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,2,2,3,1,1,0,0.5,0.5185185185185185
2023-02-20,Scotland,Namibia,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,field,Scotland,2023,Neutral,3,2,3,1,0,1,0.5714285714285714,0.5
2023-02-21,Scotland,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,3,3,3,2,1,0,0.5714285714285714,0.5185185185185185
2023-02-23,Namibia,United Arab Emirates,Dubai,Dubai International Cricket Stadium,United Arab Emirates,field,United Arab Emirates,2023,Neutral,1,1,0,4,1,0,0.5,0.3486238532110092
2023-02-25,United Arab Emirates,Namibia,Dubai,Dubai International Cricket Stadium,Namibia,field,Namibia,2023,Neutral,2,0,5,0,1,0,0.3486238532110092,0.5
2023-02-28,Papua New Guinea,United Arab Emirates,Dubai,Dubai International Cricket Stadium,United Arab Emirates,field,Papua New Guinea,2023,Neutral,0,2,2,3,0,1,0.2,0.3486238532110092
2023-03-01,Bangladesh,England,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat,England,2023,Bangladesh,3,1,2,4,0,0,0.5107913669064749,0.5895953757225434
2023-03-02,United Arab Emirates,Nepal,Dubai,Dubai International Cricket Stadium,Nepal,field,United Arab Emirates,2023,Neutral,1,4,5,4,0,1,0.3486238532110092,0.5185185185185185
2023-03-03,England,Bangladesh,Dhaka,"Shere Bangla National Stadium, Mirpur",Bangladesh,field,England,2023,Bangladesh,2,3,5,2,0,1,0.5895953757225434,0.5107913669064749
2023-03-03,Papua New Guinea,Nepal,Dubai,Dubai International Cricket Stadium,Papua New Guinea,bat,Nepal,2023,Neutral,1,4,2,4,0,0,0.2,0.5185185185185185
2023-03-05,United Arab Emirates,Papua New Guinea,Dubai,Dubai International Cricket Stadium,Papua New Guinea,field,Papua New Guinea,2023,Neutral,2,1,3,3,1,0,0.3486238532110092,0.2
2023-03-06,Nepal,United Arab Emirates,Dubai,Dubai International Cricket Stadium,Nepal,bat,Nepal,2023,Neutral,4,2,4,6,1,1,0.5185185185185185,0.3486238532110092
2023-03-06,Bangladesh,England,Chattogram,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,bat,Bangladesh,2023,Bangladesh,2,3,2,6,1,1,0.5107913669064749,0.5895953757225434
2023-03-09,Nepal,Papua New Guinea,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,field,Nepal,2023,Neutral,4,2,5,2,0,1,0.5185185185185185,0.2
2023-03-10,Papua New Guinea,United Arab Emirates,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,field,Papua New Guinea,2023,Neutral,2,1,4,3,0,1,0.2,0.3486238532110092
2023-03-12,Nepal,United Arab Emirates,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat,Nepal,2023,Neutral,4,1,5,6,1,1,0.5185185185185185,0.3486238532110092
2023-03-13,Papua New Guinea,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,3,4,2,6,1,0,0.2,0.5185185185185185
2023-03-15,Papua New Guinea,United Arab Emirates,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,bat,United Arab Emirates,2023,Neutral,2,1,5,3,0,0,0.2,0.3486238532110092
2023-03-16,United Arab Emirates,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",United Arab Emirates,bat,Nepal,2023,Neutral,1,5,6,6,0,0,0.3486238532110092,0.5185185185185185
2023-03-17,Australia,India,Mumbai,"Wankhede Stadium, Mumbai",India,field,India,2023,India,5,5,14,13,1,0,0.5705882352941176,0.673469387755102
2023-03-18,West Indies,South Africa,East London,"Buffalo Park, East London",West Indies,bat,West Indies,2023,South Africa,1,2,3,6,1,1,0.34591194968553457,0.5828220858895705
2023-03-18,Bangladesh,Ireland,Sylhet,Sylhet International Cricket Stadium,Ireland,field,Bangladesh,2023,Neutral,2,1,2,0,0,1,0.5107913669064749,0.4024390243902439
2023-03-19,India,Australia,Visakhapatnam,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Australia,field,Australia,2023,Neutral,5,4,14,14,1,0,0.673469387755102,0.5705882352941176
2023-03-21,West Indies,South Africa,Potchefstroom,"Senwes Park, Potchefstroom",South Africa,field,South Africa,2023,South Africa,2,2,4,6,1,0,0.34591194968553457,0.5828220858895705
2023-03-21,Zimbabwe,Netherlands,Harare,Harare Sports Club,Netherlands,field,Netherlands,2023,Neutral,2,0,0,2,1,0,0.29357798165137616,0.4098360655737705
2023-03-22,Australia,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Australia,bat,Australia,2023,India,4,4,15,14,1,1,0.5705882352941176,0.673469387755102
2023-03-23,Ireland,Bangladesh,Sylhet,Sylhet International Cricket Stadium,Ireland,bat,Bangladesh,2023,Neutral,1,2,0,3,0,0,0.4024390243902439,0.5107913669064749
2023-03-23,Zimbabwe,Netherlands,Harare,Harare Sports Club,Zimbabwe,bat,Zimbabwe,2023,Neutral,2,1,0,3,1,1,0.29357798165137616,0.4098360655737705
2023-03-25,New Zealand,Sri Lanka,Auckland,"Eden Park, Auckland",Sri Lanka,field,New Zealand,2023,New Zealand,2,1,12,3,0,1,0.6271186440677966,0.41899441340782123
2023-03-25,Netherlands,Zimbabwe,Harare,Harare Sports Club,Netherlands,bat,Zimbabwe,2023,Neutral,1,3,3,1,0,0,0.4098360655737705,0.29357798165137616
2023-03-26,United States of America,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Namibia,field,United States of America,2023,Neutral,3,1,2,3,0,1,0.5571428571428572,0.5
2023-03-27,United Arab Emirates,Papua New Guinea,Windhoek,"Wanderers Cricket Ground, Windhoek",Papua New Guinea,field,United Arab Emirates,2023,Neutral,1,2,4,5,0,1,0.3486238532110092,0.2
2023-03-29,Canada,United States of America,Windhoek,"Wanderers Cricket Ground, Windhoek",United States of America,field,Canada,2023,Neutral,0,4,0,0,0,1,0.37037037037037035,0.5571428571428572
2023-03-30,United Arab Emirates,United States of America,Windhoek,"United Cricket Club Ground, Windhoek",United Arab Emirates,bat,United States of America,2023,Neutral,2,3,1,4,0,0,0.3486238532110092,0.5571428571428572
2023-03-30,Jersey,Namibia,Windhoek,"Wanderers Cricket Ground, Windhoek",Jersey,bat,Namibia,2023,Neutral,0,1,0,0,0,0,0.25,0.5
2023-03-31,Netherlands,South Africa,Benoni,"Willowmoore Park, Benoni",South Africa,field,South Africa,2023,Neutral,1,3,0,0,1,0,0.4098360655737705,0.5828220858895705
2023-03-31,Sri Lanka,New Zealand,Hamilton,"Seddon Park, Hamilton",Sri Lanka,bat,New Zealand,2023,New Zealand,0,2,3,13,0,0,0.41899441340782123,0.6271186440677966
2023-04-01,Jersey,Papua New Guinea,Windhoek,"United Cricket Club Ground, Windhoek",Jersey,bat,Jersey,2023,Neutral,0,1,0,0,1,1,0.25,0.2
2023-04-01,Canada,United Arab Emirates,Windhoek,"Wanderers Cricket Ground, Windhoek",Canada,bat,United Arab Emirates,2023,Neutral,1,2,0,0,0,0,0.37037037037037035,0.3486238532110092
2023-04-02,South Africa,Netherlands,Johannesburg,"The Wanderers Stadium, Johannesburg",Netherlands,field,South Africa,2023,South Africa,3,1,1,0,0,1,0.5828220858895705,0.4098360655737705
2023-04-02,United States of America,Papua New Guinea,Windhoek,"Wanderers Cricket Ground, Windhoek",United States of America,bat,United States of America,2023,Neutral,3,1,6,2,1,1,0.5571428571428572,0.2
2023-04-02,United Arab Emirates,Namibia,Windhoek,"United Cricket Club Ground, Windhoek",Namibia,field,United Arab Emirates,2023,Neutral,3,2,5,1,0,1,0.3486238532110092,0.5
2023-04-04,United States of America,Jersey,Windhoek,"United Cricket Club Ground, Windhoek",Jersey,field,United States of America,2023,Neutral,3,1,0,0,0,1,0.5571428571428572,0.25
2023-04-04,Namibia,Canada,Windhoek,"Wanderers Cricket Ground, Windhoek",Namibia,bat,Namibia,2023,Neutral,2,1,0,0,1,1,0.5,0.37037037037037035
2023-04-05,Canada,Papua New Guinea,Windhoek,"United Cricket Club Ground, Windhoek",Canada,bat,Canada,2023,Neutral,1,0,0,0,1,1,0.37037037037037035,0.2
2023-04-05,United Arab Emirates,Jersey,Windhoek,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,bat,United Arab Emirates,2023,Neutral,3,1,0,0,1,1,0.3486238532110092,0.25
2023-04-21,Nepal,Oman,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Oman,field,Nepal,2023,Neutral,5,3,2,4,0,1,0.5185185185185185,0.5151515151515151
2023-04-27,New Zealand,Pakistan,Rawalpindi,Rawalpindi Cricket Stadium,Pakistan,field,Pakistan,2023,Pakistan,2,3,12,3,1,0,0.6271186440677966,0.5123456790123457
2023-04-29,New Zealand,Pakistan,Rawalpindi,Rawalpindi Cricket Stadium,Pakistan,field,Pakistan,2023,Pakistan,2,3,12,4,1,0,0.6271186440677966,0.5123456790123457
2023-04-29,United Arab Emirates,Oman,Kathmandu,Mulpani Cricket Ground,Oman,field,United Arab Emirates,2023,Neutral,4,2,2,3,0,1,0.3486238532110092,0.5151515151515151
2023-05-01,United Arab Emirates,Nepal,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field,Nepal,2023,Neutral,4,5,6,7,1,0,0.3486238532110092,0.5185185185185185
2023-05-03,Pakistan,New Zealand,Karachi,"National Stadium, Karachi",New Zealand,field,Pakistan,2023,Pakistan,3,2,5,12,0,1,0.5123456790123457,0.6271186440677966
2023-05-05,Pakistan,New Zealand,Karachi,"National Stadium, Karachi",New Zealand,field,Pakistan,2023,Pakistan,3,2,6,12,0,1,0.5123456790123457,0.6271186440677966
2023-05-07,New Zealand,Pakistan,Karachi,"National Stadium, Karachi",New Zealand,bat,New Zealand,2023,Pakistan,1,4,12,7,1,1,0.6271186440677966,0.5123456790123457
2023-05-12,Ireland,Bangladesh,Chelmsford,"County Ground, Chelmsford",Bangladesh,field,Bangladesh,2023,Neutral,1,3,0,4,1,0,0.4024390243902439,0.5107913669064749
2023-05-14,Bangladesh,Ireland,Chelmsford,"County Ground, Chelmsford",Ireland,field,Bangladesh,2023,Neutral,4,1,5,0,0,1,0.5107913669064749,0.4024390243902439
2023-06-04,United Arab Emirates,West Indies,Sharjah,Sharjah Cricket Stadium,United Arab Emirates,bat,West Indies,2023,Neutral,4,2,0,2,0,0,0.3486238532110092,0.34591194968553457
2023-06-06,West Indies,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,West Indies,bat,West Indies,2023,Neutral,2,3,3,0,1,1,0.34591194968553457,0.3486238532110092
2023-06-09,United Arab Emirates,West Indies,Sharjah,Sharjah Cricket Stadium,United Arab Emirates,bat,West Indies,2023,Neutral,2,3,0,4,0,0,0.3486238532110092,0.34591194968553457
2023-06-18,Nepal,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2023,Neutral,5,3,0,0,1,0,0.5185185185185185,0.29357798165137616
2023-06-18,West Indies,United States of America,Harare,"Takashinga Sports Club, Highfield, Harare",United States of America,field,West Indies,2023,Neutral,4,4,0,0,0,1,0.34591194968553457,0.5571428571428572
2023-06-19,Ireland,Oman,Bulawayo,Bulawayo Athletic Club,Oman,field,Oman,2023,Neutral,1,2,0,0,1,0,0.4024390243902439,0.5151515151515151
2023-06-19,Sri Lanka,United Arab Emirates,Bulawayo,"Queens Sports Club, Bulawayo",United Arab Emirates,field,Sri Lanka,2023,Neutral,0,1,0,0,0,1,0.41899441340782123,0.3486238532110092
2023-06-20,United States of America,Nepal,Harare,"Takashinga Sports Club, Highfield, Harare",Nepal,field,Nepal,2023,Neutral,3,4,1,3,1,0,0.5571428571428572,0.5185185185185185
2023-06-20,Netherlands,Zimbabwe,Harare,Harare Sports Club,Zimbabwe,field,Zimbabwe,2023,Neutral,1,3,3,2,1,0,0.4098360655737705,0.29357798165137616
2023-06-21,Ireland,Scotland,Bulawayo,"Queens Sports Club, Bulawayo",Scotland,field,Scotland,2023,Neutral,0,3,4,0,1,0,0.4024390243902439,0.5714285714285714
2023-06-21,United Arab Emirates,Oman,Bulawayo,Bulawayo Athletic Club,Oman,field,Oman,2023,Neutral,0,2,3,3,1,0,0.3486238532110092,0.5151515151515151
2023-06-22,United States of America,Netherlands,Harare,"Takashinga Sports Club, Highfield, Harare",Netherlands,field,Netherlands,2023,Neutral,3,0,0,0,1,0,0.5571428571428572,0.4098360655737705
2023-06-22,West Indies,Nepal,Harare,Harare Sports Club,Nepal,field,West Indies,2023,Neutral,4,4,0,0,0,1,0.34591194968553457,0.5185185185185185
2023-06-23,Oman,Sri Lanka,Bulawayo,"Queens Sports Club, Bulawayo",Sri Lanka,field,Sri Lanka,2023,Neutral,2,1,0,0,1,0,0.5151515151515151,0.41899441340782123
2023-06-23,Scotland,United Arab Emirates,Bulawayo,Bulawayo Athletic Club,United Arab Emirates,field,Scotland,2023,Neutral,3,0,7,4,0,1,0.5714285714285714,0.3486238532110092
2023-06-24,Nepal,Netherlands,Harare,"Takashinga Sports Club, Highfield, Harare",Netherlands,field,Netherlands,2023,Neutral,3,1,0,0,1,0,0.5185185185185185,0.4098360655737705
2023-06-24,Zimbabwe,West Indies,Harare,Harare Sports Club,West Indies,field,Zimbabwe,2023,Neutral,4,5,1,2,0,1,0.29357798165137616,0.34591194968553457
2023-06-25,Sri Lanka,Ireland,Bulawayo,"Queens Sports Club, Bulawayo",Ireland,field,Sri Lanka,2023,Neutral,2,0,1,0,0,1,0.41899441340782123,0.4024390243902439
2023-06-25,Scotland,Oman,Bulawayo,Bulawayo Athletic Club,Oman,field,Scotland,2023,Neutral,3,2,4,1,0,1,0.5714285714285714,0.5151515151515151
2023-06-26,Zimbabwe,United States of America,Harare,Harare Sports Club,United States of America,field,Zimbabwe,2023,Neutral,5,2,0,0,0,1,0.29357798165137616,0.5571428571428572
2023-06-27,Ireland,United Arab Emirates,Bulawayo,Bulawayo Athletic Club,United Arab Emirates,field,Ireland,2023,Neutral,0,0,7,1,0,1,0.4024390243902439,0.3486238532110092
2023-06-27,Sri Lanka,Scotland,Bulawayo,"Queens Sports Club, Bulawayo",Scotland,field,Sri Lanka,2023,Neutral,3,4,2,0,0,1,0.41899441340782123,0.5714285714285714
2023-06-29,Zimbabwe,Oman,Bulawayo,"Queens Sports Club, Bulawayo",Oman,field,Zimbabwe,2023,Neutral,5,2,0,0,0,1,0.29357798165137616,0.5151515151515151
2023-06-30,Sri Lanka,Netherlands,Bulawayo,"Queens Sports Club, Bulawayo",Sri Lanka,bat,Sri Lanka,2023,Neutral,4,2,0,0,1,1,0.41899441340782123,0.4098360655737705
2023-06-30,United States of America,Ireland,Harare,"Takashinga Sports Club, Highfield, Harare",Ireland,field,Ireland,2023,Neutral,1,1,0,0,1,0,0.5571428571428572,0.4024390243902439
2023-07-01,West Indies,Scotland,Harare,Harare Sports Club,Scotland,field,Scotland,2023,Neutral,4,3,1,0,1,0,0.34591194968553457,0.5714285714285714
2023-07-02,Zimbabwe,Sri Lanka,Bulawayo,"Queens Sports Club, Bulawayo",Sri Lanka,field,Sri Lanka,2023,Neutral,5,5,5,7,1,0,0.29357798165137616,0.41899441340782123
2023-07-02,United Arab Emirates,Nepal,Harare,"Takashinga Sports Club, Highfield, Harare",Nepal,field,Nepal,2023,Neutral,0,2,6,8,1,0,0.3486238532110092,0.5185185185185185
2023-07-03,Netherlands,Oman,Harare,Harare Sports Club,Oman,field,Netherlands,2023,Neutral,2,2,0,0,0,1,0.4098360655737705,0.5151515151515151
2023-07-04,Scotland,Zimbabwe,Bulawayo,"Queens Sports Club, Bulawayo",Zimbabwe,field,Scotland,2023,Neutral,4,4,1,1,0,1,0.5714285714285714,0.29357798165137616
2023-07-04,Nepal,Ireland,Harare,"Takashinga Sports Club, Highfield, Harare",Ireland,field,Ireland,2023,Neutral,2,2,0,0,1,0,0.5185185185185185,0.4024390243902439
2023-07-05,Oman,West Indies,Harare,Harare Sports Club,West Indies,field,West Indies,2023,Neutral,1,3,0,0,1,0,0.5151515151515151,0.34591194968553457
2023-07-06,Scotland,Netherlands,Bulawayo,"Queens Sports Club, Bulawayo",Netherlands,field,Netherlands,2023,Neutral,4,3,1,1,1,0,0.5714285714285714,0.4098360655737705
2023-07-06,United Arab Emirates,United States of America,Harare,"Takashinga Sports Club, Highfield, Harare",United Arab Emirates,bat,United Arab Emirates,2023,Neutral,0,0,1,5,1,1,0.3486238532110092,0.5571428571428572
2023-07-07,West Indies,Sri Lanka,Harare,Harare Sports Club,Sri Lanka,field,Sri Lanka,2023,Neutral,3,5,4,8,1,0,0.34591194968553457,0.41899441340782123
2023-07-09,Sri Lanka,Netherlands,Harare,Harare Sports Club,Netherlands,field,Sri Lanka,2023,Neutral,5,4,1,0,0,1,0.41899441340782123,0.4098360655737705
2023-07-27,West Indies,India,Bridgetown,"Kensington Oval, Bridgetown, Barbados",India,field,India,2023,West Indies,2,3,3,18,1,0,0.34591194968553457,0.673469387755102
2023-07-29,India,West Indies,Bridgetown,"Kensington Oval, Bridgetown, Barbados",West Indies,field,West Indies,2023,West Indies,3,1,19,3,1,0,0.673469387755102,0.34591194968553457
2023-08-01,India,West Indies,Tarouba,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,field,India,2023,Neutral,2,2,19,4,0,1,0.673469387755102,0.34591194968553457
2023-08-30,Pakistan,Nepal,Multan,Multan Cricket Stadium,Pakistan,bat,Pakistan,2023,Pakistan,4,2,0,0,1,1,0.5123456790123457,0.5185185185185185
2023-08-31,Bangladesh,Sri Lanka,Kandy,Pallekele International Cricket Stadium,Bangladesh,bat,Sri Lanka,2023,Sri Lanka,5,5,5,8,0,0,0.5107913669064749,0.41899441340782123
2023-09-04,Nepal,India,Kandy,Pallekele International Cricket Stadium,India,field,India,2023,Neutral,1,2,0,0,1,0,0.5185185185185185,0.673469387755102
2023-09-06,Bangladesh,Pakistan,Lahore,"Gaddafi Stadium, Lahore",Bangladesh,bat,Pakistan,2023,Pakistan,4,4,4,1,0,0,0.5107913669064749,0.5123456790123457
2023-09-07,South Africa,Australia,Bloemfontein,"Mangaung Oval, Bloemfontein",Australia,field,Australia,2023,South Africa,3,4,12,2,1,0,0.5828220858895705,0.5705882352941176
2023-09-08,England,New Zealand,Cardiff,"Sophia Gardens, Cardiff",New Zealand,field,New Zealand,2023,England,3,1,8,5,1,0,0.5895953757225434,0.6271186440677966
